well_id,depth_to_m,lithology,colour,texture
Tikm016-PZ,18,Granite fractured,dull brown,medium
Tikm016-PZ,30,Granite hard,grey,fine
Tikm017-PZ,4.5,Topsoil,yellowish brown,coarse
Tikm017-PZ,5.8,Granite weathered,dull brown,medium
Tikm017-PZ,18,Granite fractured,dull brown,medium
Tikm017-PZ,24,Granite hard,reddish brown,fine
Tikm017-PZ,27,Granite hard,light brown,fine
Tikm017-PZ,30,Granite hard,grey,fine
Tikm020-PZ,3,Topsoil,yellowish brown,coarse
Tikm020-PZ,6,Clay hard,yellow,coarse
Tikm020-PZ,9,Granite fractured,grey,medium
Tikm020-PZ,13.5,Granite fractured,light brown,medium
Tikm020-PZ,15,Granite hard,dull brown,fine
Tikm020-PZ,21,Granite hard,dull brown,fine
Tikm020-PZ,25.5,Granite hard,dull brown,fine
Tikm020-PZ,30,Granite hard,light brown,fine
Tikmo18-PZ,1.5,Topsoil,yellowish brown,coarse
Tikmo18-PZ,6,Gravel,greyish black,coarse
Tikmo18-PZ,7.4,Granite weathered,light brown,medium
Tikmo18-PZ,15,Granite fractured,light brown,medium
Tikmo18-PZ,19.9,Granite hard,light brown,fine
Tikmo18-PZ,24.4,Granite hard,greyish black,fine
Tikmo18-PZ,27.4,Granite hard,light brown,fine
Tikmo18-PZ,30,Granite hard,greyish black,fine
Tikmo19-PZ,6,Gravel with thin clay,yellowish brown,coarse
Tikmo19-PZ,7.6,Granite weathered,light brown,coarse
Tikmo19-PZ,12,Granite fractured,dull brown,medium
Tikmo19-PZ,16.5,Granite hard,light brown,fine
Tikmo19-PZ,19.5,Granite hard,light brown,fine
Tikmo19-PZ,30,Granite hard,dull brown,fine
SUJN001A-OW,0.5,bc soil,black,coarse to very coarse
SUJN001A-OW,3,Basalt weathered,greyish black,medium to coarse
SUJN001A-OW,8.5,Basalt weathered/fractured,greyish black,medium to coarse
SUJN002-OW,2,B.C.Soil,black,fine
SUJN002-OW,8,Basalt highly weathered,dull brown,coarse to very coarse
SUJN002-OW,12,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN002-OW,13.6,Basalt fractured,greyish black,coarse to very coarse
SUJN003-OW,2,B.C. Soil,black,fine
SUJN003-OW,4,Basalt highly weathered,brown,coarse to very coarse
SUJN003-OW,12,Basalt weathered/fractured,brown,coarse to very coarse
SUJN003-OW,14,Basalt weathered,dull brown,coarse to very coarse
SUJN003-OW,18,Vesicular Basalts,greyish black,coarse to very coarse
SUJN004-OW,3,Topsoil,black,fine to medium
SUJN004-OW,6.5,Basalt highly weathered,greyish black,coarse to very coarse
SUJN004-OW,10,Basalt weathered/fractured,brown,coarse to very coarse
SUJN004-OW,15,Basalt fractured,dull brown,coarse to very coarse
SUJN004-OW,20,Basalt weathered/fractured,brown,coarse to very coarse
SUJN006A-OW,2.5,Clay,black,fine to medium
SUJN006A-OW,5.5,Basalt weathered,greyish black,medium to coarse
SUJN006A-OW,12,Basalt highly weathered,greyish black,medium to coarse
SUJN006A-OW,18.1,Basalt weathered/fractured,greyish black,medium to coarse
SUJN006A-OW,24.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN007-OW,2.5,Topsoil,black,fine
SUJN007-OW,6,Basalt highly weathered,dull brown,coarse to very coarse
SUJN007-OW,10,Basalt weathered,brown,coarse to very coarse
SUJN007-OW,15.5,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN008-OW,3,Topsoil,black,fine
SUJN008-OW,4.45,Basalt highly weathered,dull brown,coarse to very coarse
SUJN008-OW,10,Basalt fractured,brown,coarse to very coarse
SUJN008-OW,18.5,Basalt weathered/fractured,greyish black,medium to coarse
SUJN010-OW,7,Topsoil,black,fine
SUJN010-OW,10,Vesicular Basalts,brown,medium to coarse
SUJN010-OW,12,Basalt highly weathered,dull brown,coarse to very coarse
SUJN010-OW,19,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN010-OW-A,2,Topsoil,black,fine to medium
SUJN010-OW-A,4,Basalt highly weathered,dull brown,coarse to very coarse
SUJN010-OW-A,9,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN011-OW,3,Topsoil,dull brown,fine
SUJN011-OW,7,Basalt highly weathered,brown,coarse to very coarse
SUJN011-OW,11.5,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN013-OW,3,Topsoil,black,fine
SUJN013-OW,7,Vesicular Basalts,greyish black,fine to medium
SUJN013-OW,14.5,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN014-OW,4,Topsoil,black,fine
SUJN014-OW,7,Vesicular Basalts,greyish black,fine to medium
SUJN014-OW,10,Basalt highly weathered,dull brown,coarse to very coarse
SUJN014-OW,20.5,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN019-OW,3,Topsoil,black,fine
SUJN019-OW,7,Basalt weathered,dull brown,coarse to very coarse
SUJN019-OW,10,Basalt vesicular,greyish black,coarse to very coarse
SUJN019-OW,20.1,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN022-OW,2,Topsoil,black,fine
SUJN022-OW,5,Basalt weathered,dull brown,coarse to very coarse
SUJN022-OW,10,Basalt vesicular,greyish black,fine to medium
SUJN022-OW,14,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN022-OW,15.5,Basalt fractured,black,coarse to very coarse
SUJN023-OW,3,Topsoil,black,fine
SUJN023-OW,5,Basalt highly weathered,dull brown,coarse to very coarse
SUJN023-OW,10,Basalt vesicular,greyish black,medium to coarse
SUJN023-OW,18,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN025-OW,4,Topsoil,black,fine
SUJN025-OW,10,Basalt highly weathered,dull brown,coarse to very coarse
SUJN025-OW,15,Basalt weathered/fractured,brown,coarse to very coarse
SUJN025-OW,17,Basalt vesicular,dull brown,coarse to very coarse
SUJN026-OW,3,Topsoil,black,fine to medium
SUJN026-OW,6,Basalt weathered,greyish black,coarse to very coarse
SUJN026-OW,10,Basalt weathered/fractured,grey,coarse to very coarse
SUJN026-OW,11,Basalt fractured,greyish black,coarse to very coarse
SUJN027-OW,7,Basalt highly weathered,red,medium to coarse
SUJN027-OW,11,Basalt weathered/fractured,red,medium to coarse
SUJN027-OW,11.25,Basalt weathered,red,medium to coarse
SUJN029-OW,3,Topsoil,black,fine to medium
SUJN029-OW,6,Basalt weathered,dull brown,coarse to very coarse
SUJN029-OW,13,Basalt highly weathered,dull brown,coarse to very coarse
SUJN034-OW,3,Topsoil,black,fine to medium
SUJN034-OW,5,Basalt weathered,dull brown,coarse to very coarse
SUJN034-OW,10,Basalt fractured,greyish black,coarse to very coarse
SUJN034-OW,16.5,Basalt highly weathered,greyish black,coarse to very coarse
SUJN035-OW,3,Topsoil,black,fine to medium
SUJN035-OW,7,Basalt weathered,greyish black,coarse to very coarse
SUJN035-OW,10,Basalt fractured,dull brown,coarse to very coarse
SUJN035-OW,16.5,Basalt highly weathered,greyish black,coarse to very coarse
SUJN036-OW,2,Topsoil,black,fine to medium
SUJN036-OW,5,Basalt highly weathered,greyish black,coarse to very coarse
SUJN036-OW,8.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN040-OW,3,Topsoil,black,fine to medium
SUJN040-OW,5,Basalt vesicular,greyish black,medium to coarse
SUJN040-OW,10,Basalt fractured,dull brown,coarse to very coarse
SUJN040-OW,18,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN041-OW,4,Topsoil,black,fine to medium
SUJN041-OW,8,Basalt highly weathered,dull brown,medium to coarse
SUJN041-OW,13,Basalt vesicular,dull brown,medium to coarse
SUJN041-OW,21,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN044-OW,2,Topsoil,black,fine to medium
SUJN044-OW,7,Basalt highly weathered,dull brown,medium to coarse
SUJN044-OW,11,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN044-OW,11.5,Basalt fractured,grey,coarse to very coarse
SUJN047-OW,2,Topsoil,black,fine to medium
SUJN047-OW,4,Basalt highly weathered,dull brown,medium to coarse
SUJN047-OW,12.7,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN048-OW,4,Topsoil,black,fine to medium
SUJN048-OW,7,YELLO SOIL,yellowish brown,fine to medium
SUJN048-OW,12,Basalt highly weathered,dull brown,medium to coarse
SUJN048-OW,16,Basalt weathered,greyish black,coarse to very coarse
SUJN048-OW,18.5,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN051-OW,2,Topsoil,black,fine to medium
SUJN051-OW,3,YELLO SIOL,yellow,fine to medium
SUJN051-OW,10,Basalt highly weathered,dull brown,medium to coarse
SUJN051-OW,15,Basalt weathered,grey,coarse to very coarse
SUJN051-OW,20.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN052-OW,2,Topsoil,black,fine to medium
SUJN052-OW,5,Basalt highly weathered,dull brown,coarse to very coarse
SUJN052-OW,15,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN052-OW,22,Basalt weathered/fractured,grey,coarse to very coarse
SUJN053-OW,2,Topsoil,black,fine to medium
SUJN053-OW,7,Basalt highly weathered,dull brown,coarse to very coarse
SUJN053-OW,12,Basalt fractured,greyish black,coarse to very coarse
SUJN053-OW,17,Basalt weathered/fractured,grey,coarse to very coarse
SUJN053-OW,19,Basalt fractured,greyish black,coarse to very coarse
SUJN055-OW,2,Topsoil,black,fine to medium
SUJN055-OW,4,Basalt fractured,greyish black,coarse to very coarse
SUJN055-OW,15,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN056-OW,3,Topsoil,black,fine to medium
SUJN056-OW,5,YELLO SOIL,yellow,fine to medium
SUJN056-OW,12,Basalt weathered,dull brown,coarse to very coarse
SUJN056-OW,18.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN057-OW,2,Topsoil,black,fine to medium
SUJN057-OW,6,Basalt highly weathered,dull brown,coarse to very coarse
SUJN057-OW,10,Basalt fractured,greyish black,coarse to very coarse
SUJN057-OW,14,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN057-OW,15,Basalt fractured,greyish black,coarse to very coarse
SUJN059-OW,2.5,Topsoil,black,fine to medium
SUJN059-OW,5,Basalt highly weathered,dull brown,coarse to very coarse
SUJN059-OW,10,Basalt weathered,greyish black,coarse to very coarse
SUJN059-OW,14.1,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN060-OW,3,Topsoil,black,fine to medium
SUJN060-OW,6,YELLO SOIL,yellow,fine to medium
SUJN060-OW,10,Basalt highly weathered,greyish black,medium to coarse
SUJN060-OW,17,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN061-OW,3,Topsoil,black,fine to medium
SUJN061-OW,6,YELLO SOIL,yellow,fine to medium
SUJN061-OW,9,Basalt weathered,dull brown,coarse to very coarse
SUJN061-OW,11,Basalt vesicular,greyish black,medium to coarse
SUJN061-OW,15,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN061-OW,20,Basalt fractured,greyish black,coarse to very coarse
SUJN061-OW,25.6,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN062-OW,2,Topsoil,black,fine to medium
SUJN062-OW,5,YELLO SOIL,yellow,fine to medium
SUJN062-OW,12.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN063-OW,2,Topsoil,black,fine to medium
SUJN063-OW,5,YELLO SOIL,yellow,fine to medium
SUJN063-OW,10,Basalt weathered,dull brown,coarse to very coarse
SUJN063-OW,15.9,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN064-OW,3,Topsoil,black,fine to medium
SUJN064-OW,5,Clay with interbeds of sand,yellow,medium to coarse
SUJN064-OW,10,Basalt weathered,dull brown,coarse to very coarse
SUJN064-OW,17,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN065-OW,2,Topsoil,black,fine to medium
SUJN065-OW,5,Clay with interbeds of sand,yellow,fine to medium
SUJN065-OW,10,Basalt weathered,dull brown,coarse to very coarse
SUJN065-OW,18.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN066-OW,3,Topsoil,black,fine to medium
SUJN066-OW,5,Clay with interbeds of sand,yellow,fine to medium
SUJN066-OW,8,Basalt weathered,greyish black,coarse to very coarse
SUJN066-OW,14.4,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN068-OW,3,Topsoil,black,fine to medium
SUJN068-OW,7,YELLO SOIL,yellow,fine to medium
SUJN068-OW,12,Clay with interbeds of sand,yellow,medium to coarse
SUJN068-OW,13.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN070-OW,3,Topsoil,black,fine to medium
SUJN070-OW,4,YELLO SOIL,yellow,fine to medium
SUJN070-OW,10,Basalt weathered,dull brown,coarse to very coarse
SUJN070-OW,18.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN071-OW,3,Topsoil,black,fine to medium
SUJN071-OW,5,YELLO SOIL,yellow,fine to medium
SUJN071-OW,11,Basalt weathered,dull brown,coarse to very coarse
SUJN071-OW,17.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN073-OW,2,Topsoil,black,fine to medium
SUJN073-OW,4,Clay with interbeds of sand,yellow,fine to medium
SUJN073-OW,8,Basalt weathered,dull brown,coarse to very coarse
SUJN073-OW,15.2,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN074-OW,3,Topsoil,black,fine to medium
SUJN074-OW,6,Clay with interbeds of sand,yellow,medium to coarse
SUJN074-OW,10,Basalt weathered,dull brown,coarse to very coarse
SUJN074-OW,15.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN075-OW,2,Topsoil,black,fine to medium
SUJN075-OW,7,Clay with interbeds of sand,yellow,medium to coarse
SUJN075-OW,12.5,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN076-OW,2,Topsoil,black,fine to medium
SUJN076-OW,5,Clay with interbeds of sand,yellow,fine to medium
SUJN076-OW,9,Basalt weathered,dull brown,coarse to very coarse
SUJN076-OW,15,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN076-OW,18,Basalt fractured,brown,coarse to very coarse
SUJN078-OW,3,Topsoil,black,fine to medium
SUJN078-OW,8,Clay with interbeds of sand,yellow,fine to medium
SUJN078-OW,11.5,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN079-OW,2,Topsoil,black,fine to medium
SUJN079-OW,5,Clay with interbeds of sand,yellow,fine to medium
SUJN079-OW,10,Basalt fractured,dull brown,coarse to very coarse
SUJN079-OW,18,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN081-OW,2,Topsoil,black,fine to medium
SUJN081-OW,5,Clay with interbeds of sand,yellow,fine to medium
SUJN081-OW,8,Basalt fractured,greyish black,coarse to very coarse
SUJN081-OW,15,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN083-OW,3,Topsoil,black,fine to medium
SUJN083-OW,4,Clay with interbeds of sand,yellow,fine to medium
SUJN083-OW,10,Basalt weathered,dull brown,coarse to very coarse
SUJN083-OW,16,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN083-OW,17.8,Basalt fractured,dull brown,coarse to very coarse
SUJN084-OW,2,Topsoil,black,fine to medium
SUJN084-OW,3,YELLO SOIL,yellow,fine to medium
SUJN084-OW,10,Basalt weathered,dull brown,coarse to very coarse
SUJN084-OW,17,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN084-OW,18.7,Basalt fractured,dull brown,coarse to very coarse
SUJN085-OW,4,Basalt vesicular,greyish black,medium to coarse
SUJN085-OW,10,Basalt fractured,dull brown,coarse to very coarse
SUJN085-OW,16,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN087-OW,2,Topsoil,black,fine to medium
SUJN087-OW,3,Clay with interbeds of sand,yellow,medium to coarse
SUJN087-OW,5,Basalt weathered,dull brown,coarse to very coarse
SUJN087-OW,10,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN088-OW,2,Topsoil,black,fine to medium
SUJN088-OW,4,Clay with interbeds of sand,yellow,medium to coarse
SUJN088-OW,10,Basalt weathered,greyish black,coarse to very coarse
SUJN088-OW,17,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN088-OW,19,Basalt fractured,greyish black,coarse to very coarse
SUJN089-OW,1,Topsoil,black,fine to medium
SUJN089-OW,4,Clay with interbeds of sand,yellow,medium to coarse
SUJN089-OW,10,Basalt weathered,dull brown,coarse to very coarse
SUJN089-OW,15,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN090-OW,0.5,Topsoil,black,fine to medium
SUJN090-OW,7,Basalt vesicular,light brown,medium to coarse
SUJN090-OW,12,Basalt weathered,dull brown,coarse to very coarse
SUJN090-OW,17.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN091-OW,2,Topsoil,black,fine to medium
SUJN091-OW,5,Clay with interbeds of sand,yellow,medium to coarse
SUJN091-OW,12,Basalt weathered,greyish black,coarse to very coarse
SUJN091-OW,18.3,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN093-OW,3,Topsoil,black,fine to medium
SUJN093-OW,12,Clay with interbeds of sand,yellow,fine to medium
SUJN093-OW,20.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN096-OW,3,Topsoil,black,fine to medium
SUJN096-OW,8,Clay with interbeds of sand,yellow,medium to coarse
SUJN096-OW,13.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN101-OW,2,Topsoil,black,fine to medium
SUJN101-OW,4,Clay with interbeds of sand,yellow,medium to coarse
SUJN101-OW,8,Basalt weathered,dull brown,coarse to very coarse
SUJN101-OW,14,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN102-OW,3,Topsoil,black,fine to medium
SUJN102-OW,6,Clay with interbeds of sand,yellow,medium to coarse
SUJN102-OW,10.5,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN103-OW,2,Topsoil,black,fine to medium
SUJN103-OW,10,YELLO SIOL,yellow,fine to medium
SUJN103-OW,22,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN104-OW,2,Topsoil,black,fine to medium
SUJN104-OW,3,YELLO SOIL,yellow,fine to medium
SUJN104-OW,9,Clay with interbeds of sand,yellow,medium to coarse
SUJN104-OW,20,Basalt vesicular,greyish black,medium to coarse
SUJN104-OW,30,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN105-OW,2,Topsoil,black,fine to medium
SUJN105-OW,6,Clay with interbeds of sand,yellow,medium to coarse
SUJN105-OW,11.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN106-OW,2,Topsoil,black,fine to medium
SUJN106-OW,7,Clay with interbeds of sand,yellow,medium to coarse
SUJN106-OW,13,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN107-OW,3,Topsoil,black,fine to medium
SUJN107-OW,5,Clay with interbeds of sand,yellow,medium to coarse
SUJN107-OW,8,Basalt vesicular,greyish black,medium to coarse
SUJN107-OW,15,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN108-OW,2,Topsoil,black,fine to medium
SUJN108-OW,6,Clay with interbeds of sand,yellow,medium to coarse
SUJN108-OW,10,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN109-OW,2,Topsoil,black,fine to medium
SUJN109-OW,5,YELLO SOIL,yellow,fine to medium
SUJN109-OW,10,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN110-OW,3,Topsoil,black,fine to medium
SUJN110-OW,7,Clay with interbeds of sand,yellow,medium to coarse
SUJN110-OW,10,Basalt weathered,dull brown,coarse to very coarse
SUJN110-OW,19.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN111-OW,3,Topsoil,black,fine to medium
SUJN111-OW,6,Clay with interbeds of sand,yellow,medium to coarse
SUJN111-OW,10,Basalt vesicular,greyish black,coarse to very coarse
SUJN111-OW,20,Basalt fractured,dull brown,coarse to very coarse
SUJN111-OW,30,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN112-OW,1,Topsoil,black,fine to medium
SUJN112-OW,4,Basalt vesicular,dull brown,medium to coarse
SUJN112-OW,8,Basalt fractured,dull brown,coarse to very coarse
SUJN112-OW,16,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN113-OW,2,Topsoil,black,fine to medium
SUJN113-OW,4,Basalt vesicular,greyish black,medium to coarse
SUJN113-OW,10,Basalt fractured,dull brown,coarse to very coarse
SUJN113-OW,20.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN114-OW,2,Topsoil,black,fine to medium
SUJN114-OW,4,Clay with interbeds of sand,yellow,medium to coarse
SUJN114-OW,8,Basalt fractured,dull brown,coarse to very coarse
SUJN114-OW,15,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN114-OW,17,Basalt weathered,dull brown,coarse to very coarse
SUJN115-OW,2,Topsoil,black,fine to medium
SUJN115-OW,3,Clay with interbeds of sand,yellow,medium to coarse
SUJN115-OW,6,Basalt weathered,dull brown,coarse to very coarse
SUJN115-OW,14,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN116-OW,2,Topsoil,black,fine to medium
SUJN116-OW,6,Clay with interbeds of sand,yellow,medium to coarse
SUJN116-OW,9,Basalt highly weathered,dull brown,coarse to very coarse
SUJN116-OW,18,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN116-OW,20.5,Basalt fractured,greyish black,coarse to very coarse
SUJN117-OW,2,Topsoil,black,fine to medium
SUJN117-OW,4,Clay with interbeds of sand,yellow,fine to medium
SUJN117-OW,8,Basalt fractured,dull brown,coarse to very coarse
SUJN117-OW,14,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN117-OW,15.5,Basalt fractured,dull brown,coarse to very coarse
SUJN118-OW,2,Topsoil,black,fine to medium
SUJN118-OW,4,Basalt highly weathered,dull brown,coarse to very coarse
SUJN118-OW,8,Basalt weathered,dull brown,coarse to very coarse
SUJN118-OW,12.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN119-OW,2,Topsoil,black,fine to medium
SUJN119-OW,4,Clay with interbeds of sand,yellow,medium to coarse
SUJN119-OW,6,Basalt weathered,dull brown,coarse to very coarse
SUJN119-OW,12,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN119-OW,14,Basalt fractured,dull brown,coarse to very coarse
SUJN120-OW,1,Topsoil,black,fine to medium
SUJN120-OW,5,Basalt weathered,dull brown,coarse to very coarse
SUJN120-OW,8.199999999999999,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN121-OW,2,Topsoil,black,fine to medium
SUJN121-OW,3,YELLO SOIL,yellow,fine to medium
SUJN121-OW,8,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN122-OW,3,Topsoil,black,fine to medium
SUJN122-OW,8,Clay with interbeds of sand,yellow,medium to coarse
SUJN122-OW,9,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN123-OW,2,Topsoil,black,fine to medium
SUJN123-OW,3,Clay with interbeds of sand,yellow,medium to coarse
SUJN123-OW,7,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN123-OW,8.199999999999999,Basalt weathered,grey,coarse to very coarse
SUJN124-OW,2,Topsoil,black,fine to medium
SUJN124-OW,3,Clay,yellow,fine to medium
SUJN124-OW,4,Basalt weathered,dull brown,coarse to very coarse
SUJN124-OW,12.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN125-OW,2,Topsoil,black,fine to medium
SUJN125-OW,4,Clay with interbeds of sand,yellow,fine to medium
SUJN125-OW,8,Basalt weathered,dull brown,coarse to very coarse
SUJN125-OW,16,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN126-OW,3,Topsoil,black,fine to medium
SUJN126-OW,5,Clay with interbeds of sand,yellow,medium to coarse
SUJN126-OW,12,Basalt fractured,dull brown,coarse to very coarse
SUJN126-OW,24,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN127-OW,1,Topsoil,black,fine to medium
SUJN127-OW,4,Clay with interbeds of sand,yellow,fine to medium
SUJN127-OW,8,Basalt weathered,dull brown,coarse to very coarse
SUJN127-OW,18,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN127-OW,19,Basalt fractured,dull brown,coarse to very coarse
SUJN128-OW,1,Topsoil,black,fine to medium
SUJN128-OW,5,Clay with interbeds of sand,yellow,fine to medium
SUJN128-OW,10,Basalt highly weathered,dull brown,coarse to very coarse
SUJN128-OW,14,Basalt vesicular,brown,coarse to very coarse
SUJN128-OW,17,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN129-OW,1,Topsoil,black,fine to medium
SUJN129-OW,7,Basalt fractured,black,coarse to very coarse
SUJN129-OW,9,Basalt weathered,dull brown,coarse to very coarse
SUJN129-OW,12.1,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN130-OW,2,Topsoil,black,fine to medium
SUJN130-OW,7,Basalt vesicular,dull brown,medium to coarse
SUJN130-OW,12.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN131-OW,2,Topsoil,black,fine to medium
SUJN131-OW,4,Basalt vesicular,dull brown,medium to coarse
SUJN131-OW,7,Basalt weathered,grey,coarse to very coarse
SUJN131-OW,12,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN132-OW,2,Topsoil,black,fine to medium
SUJN132-OW,4,Basalt vesicular,dull brown,medium to coarse
SUJN132-OW,7,Basalt fractured,grey,coarse to very coarse
SUJN132-OW,11,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN133-OW,2,Topsoil,black,fine to medium
SUJN133-OW,5,Basalt vesicular,dull brown,medium to coarse
SUJN133-OW,10,Basalt weathered,dull brown,coarse to very coarse
SUJN133-OW,16.4,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN134-OW,2,Topsoil,black,fine to medium
SUJN134-OW,5,Clay with interbeds of sand,yellow,fine to medium
SUJN134-OW,9,Basalt highly weathered,light brown,coarse to very coarse
SUJN134-OW,13,Basalt fractured,dull brown,coarse to very coarse
SUJN134-OW,15.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN135-OW,2,Topsoil,black,fine to medium
SUJN135-OW,5,Clay with interbeds of sand,yellow,fine to medium
SUJN135-OW,10,Basalt weathered,dull brown,coarse to very coarse
SUJN135-OW,18,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN136-OW,2,Topsoil,black,fine to medium
SUJN136-OW,3,Basalt weathered,dull brown,coarse to very coarse
SUJN136-OW,11.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN137-OW,3,Topsoil,black,fine to medium
SUJN137-OW,6,Clay with interbeds of sand,yellow,fine to medium
SUJN137-OW,12,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN137-OW,13,Basalt weathered,dull brown,coarse to very coarse
SUJN138-OW,2,Topsoil,black,fine to medium
SUJN138-OW,7,Basalt highly weathered,greyish black,coarse to very coarse
SUJN138-OW,14,Basalt weathered/fractured,dull brown,coarse to very coarse
SUJN138-OW,17,Basalt weathered,brown,coarse to very coarse
SUJN139-OW,2,Topsoil,black,fine to medium
SUJN139-OW,4,Basalt highly weathered,dull brown,coarse to very coarse
SUJN139-OW,8.5,Basalt weathered/fractured,greyish black,coarse to very coarse
SUJN-001-PZ,1,Clay,brown,coarse
SUJN-001-PZ,10,Basalt weathered,light brown,coarse to very coarse
SUJN-001-PZ,12,Basalt highly weathered,brown,coarse to very coarse
SUJN-001-PZ,13,Red bole,red,fine to medium
SUJN-001-PZ,30,Basalt weathered,brown,medium to coarse
SUJN-001-PZ,31,Basalt fractured,greyish black,coarse to very coarse
SUJN-001-PZ,35.05,Jointed Basalt,brown,coarse to very coarse
SUJN-002-PZ,2,Clay,brown,medium to coarse
SUJN-002-PZ,14,Basalt highly weathered,greyish black,medium to coarse
SUJN-002-PZ,17,Basalt weathered,light brown,medium to coarse
SUJN-002-PZ,38,Massive Basalts,light brown,medium to coarse
